4
# effect id	name	image	descid	quality	attributes	default action
2181	Cold Jellied	snowflakes.gif	e75c76ac32c3283813c81530e35ee0cc	good	none	chew 1 cold jelly|eat 1 toast with cold jelly
2182	Sleazy Jellied	sebashield.gif	af5a454407d53b0c14748330da8444aa	good	none	chew 1 sleaze jelly|eat 1 toast with sleaze jelly
2183	Spooky Jellied	skull.gif	40dcc70a9204d5f580c9ea20b9c2783f	good	none	chew 1 spooky jelly|eat 1 toast with spooky jelly
2184	Stench Jellied	stench.gif	55cc6ddc969e0227634e5f783f90cd87	good	none	chew 1 stench jelly|eat 1 toast with stench jelly
2185	Waxing	waxglob.gif	a91f45ce13ec0cbf1c018ddbc7cf1ca3	good	none	eat 1 wax pancake|drink 1 wax booze
2186	Super-Electrified	lightning.gif	ecea00b4fe8a53563fd1f969acbc1e24	good	none	# defeat Acoustic electric eel with Space Jellyfish familiar
2187	Trufflin'	mushroom.gif	0f041f1b7cbe8283eec918ef8d3459cd	good	none	eat 1 sea truffle
2188	The Power of LOV	strboost.gif	5fe671710f7d75cf2ef6756a31778025	good	none	use 1 LOV Elixir #3
2189	The Magic of LOV	wand.gif	5c6c5376cbfdc50258ed87cc66843805	good	none	use 1 LOV Elixir #6
2190	The Moxie of LOV	bigglasses.gif	2e72510339b49f1fb65711a99673ff59	good	none	use 1 LOV Elixir #9
2191	Open Heart Surgery	heart.gif	ffd54718202c7179398fa2032f7561ae	good	nohookah	# get from L.O.V. Emergency Room
2192	Lovebotamy	realbrain.gif	4acab24bfb993e91039b4158378a47d3	good	nohookah	# get from L.O.V. Emergency Room
2193	Wandering Eye Surgery	eyeball.gif	8ce208a2127c308f70cf70b2d9b8b5e3	good	nohookah	# get from L.O.V. Emergency Room
2194	Eldritch Alignment	spraycan.gif	a7a8a9a7ececfcf5108834c593f4a926	bad	none	use 1 eldritch alignment spray
2195	Feeling Insignificant	tinydancer.gif	a1a1d6611adceb88d5cc21c9791c5050	neutral	none	# in combat with Sssshhsssblllrrggghsssssggggrrgglsssshhssslblgl
2196	Infused with Sssshhsssblllrrggghsssssggggrrgglssss	tentacle.gif	0bee8497953c044ccbb26769436874aa	good	nohookah	use 1 eldritch rub
2197	Hagnk's Gratitude	happy.gif	12ab723a001e17699fcf41cc1ff55cc7	good	none	# given by Hangk for contributing eldritch ichor during Eldritch Incursion
2198	Wings of the Grasshopper	locust1.gif	b87ab6a546097731791c4e2cbbd00a71	good	none	drink 1 literal grasshopper
2199	Wings of the Dragonfly	dragonfly.gif	9a5f36faa5771f5aaf9a2ca3db7c64b7	good	none	drink 1 eighth plague
2200
2201
2202	Space Cadet	spacehelmet.gif	62361e332402328f9398ded1aa551bda	good	none	drink 1 double entendre
2203	Pounded by the Actual Stars	tinystars.gif	3414fb4ec08f761d3b0ea241aaba270f	good	none	drink 1 single entendre
2204
2205
2206	Flambé-a-thon	hurricane_f.gif	04d1ad82de59c3fd9be3fe6e6688c3ef	good	none	drink 1 Phlegethon
2207	It Is So Hot In Your Guts, So So Hot	batgut.gif	3744d667628625ce06a7bbd473acce37	good	none	drink 1 reverse Tantalus
2208
2209
2210	Sugar, Hello	cube.gif	f1c6d5d56090b95edb8ca8d314061e44	good	none	drink 1 Siberian sunrise
2211	Magically Delicious	rrainbow.gif	51a8a6e5102e2d238b8bf56a6bffc8da	good	none	drink 1 elemental caipiroska
2212
2213
2214	Christmessy	pep_patty.gif	6b96033181536d791ea2177bca752138	good	none	drink 1 mentholated wine
2215	Wassailing You	pep_drink3.gif	d0dab97b29f394372f874803c088157e	good	nohookah	drink 1 Feliz Navidad
2216
2217
2218	Floundering	fish.gif	205b217d25e01ecdb549d754cbedad67	good	none	drink 1 low tide martini
2219	Fishtacular Vernacular	fishhead.gif	5aa995941311171f0fe893dc7d264b09	good	none	drink 1 Bloody Nora
2220
2221
2222	Mushroom Samba	broshroom.gif	4b527a5d76592772cad1dbac8ff98b58	good	none	drink 1 shroomtini
2223	Truffle Tango	sleightshroom.gif	fb4176165c054ea0a34ecfa6d6a03558	good	none	drink 1 moreltini
2224
2225
2226	Granolarrrgh	granolashot.gif	0d5449c0c73c1437d69054a04e755fe6	good	none	drink 1 morning dew
2227	Hell ib a Hambasked	basket.gif	8579f68d6d1960a546622b23b74446a4	good	none	drink 1 hell in a bucket
2228
2229
2230	Hobo Powers Activate!	hobotophat.gif	321ca25d07b86ff037b592a843976567	good	none	drink 1 whiskey squeeze
2231	Hobo Powering Up!	hobohead.gif	7f74b9c442eb2b189a7042d9333cd691	good	none	drink 1 Newark
2232
2233
2234	Creepin' Up on You	hairdoll.gif	ea96138029a398498671e09aa6e66628	good	none	drink 1 great old fashioned
2235	The Effect Man Was Not Meant to Have	rlyeh.gif	dedb8b7b0c6bcd6aa348eecfe24da149	good	none	drink 1 R'lyeh
2236
2237
2238	Stregngth of the Gnome	strboost.gif	01f942244009e2f2c3fdf85f875ff75d	good	none	drink 1 Gnomish sagngria
2239	Strength of the Gnoll	bigdumbbell.gif	2eaafee6f11331c11c33833bd57c14ba	good	none	drink 1 Gnollish sangria
2240
2241
2242	Mer-kindliness	merkinmask.gif	e53cd8b45e9ab668f0e3b00606273584	good	none	drink 1 vodka stinger
2243	Mer-kinkiness	gladmask.gif	81629060c68a0bd229b2c027e4677f88	good	nohookah	drink 1 vodka barracuda
2244
2245
2246	Slippery Tongue	tongue.gif	bbfca6078b816c398b444446bd69bd22	good	none	drink 1 extremely slippery nipple
2247	Orcmouth	breath.gif	143bc680423fefd2f1266ebdd901a2ad	good	nohookah	drink 1 Mysterious Island iced tea
2248
2249
2250	You Drank Fish Wine	whitewine.gif	ca447f558c3dd76c920c785ff7b89a33	good	none	drink 1 piscatini
2251	Drive-By Shot	sixgunham.gif	85d1529d9529fbf4edd1e1a1a356cc6b	good	none	drink 1 drive-by shooting
2252
2253
2254	Big Ol' Glass of Rum	rocks.gif	3007d376a922ad2c7b191ea84b0ac0c5	good	none	drink 1 Churchill
2255	Kissed the Gunner's Daughter	minicannon.gif	08165019b5e9fa66b070ee680a935ab4	good	none	drink 1 gunner's daughter
2256
2257
2258	Here's Mud in Your Eye	chocolump.gif	748b6d1f2067a1728cabe84729de2c02	good	none	drink 1 soilzerac
2259	Here's Some More Mud in Your Eye	coalbutton.gif	dd1707f95c83a2d75581b3064859d755	good	none	drink 1 dirt julep
2260
2261
2262	Slime Time	gooball.gif	e723d5d2a2293617e9c28a5cbb736b97	good	none	drink 1 London frog
2263	The Secret of the Ooze	sebashield.gif	02010e747d2a195f3908b9ddf3cd1cbb	good	none	drink 1 Simepore slime
2264
2265
2266	Nothing Happened	nontini.gif	4ea39859915bf5e160d3e3010d18f37b	neutral	none	drink 1 nothingtini
2267	Hello, I Must Be Going	petejacket.gif	de2fd12e4cc01c737679abb75caf96dc	neutral	none	drink 1 Phil Collins
2268
2269
2270	Bent Knees	knee.gif	a91c3d843c0ed51e7c9a0a751a5833cb	neutral	none	cast 1 Bendable Knees
2271	Extended Toes	manglefinger.gif	f3e6dac40e7b543b8c62aa136cd82442	neutral	none	cast 1 Retractable Toes
2272	Ink Cloud	darkness.gif	7c98336be37dcfe90cb25a1d64234546	neutral	none	cast 1 Ink Gland
2273	Frown	sad.gif	7eb4592f6bbae1ad0a4ddd34e8079433	neutral	none	cast 1 Frown Muscles
2274	Angry	angry.gif	3667ddabd8160373f565fab58e978dd5	neutral	none	cast 1 Anger Glands
2275	Screaming!  SCREAMING!  AAAAAAAH!	breath.gif	3b8628bb9c5a2a01de60b1f715c59766	neutral	none	cast 1 Powerful Vocal Chords
2276	Rainbow Vaccine	rrainbow.gif	9ea60f85b44b2a1717c26dc1a83b2008	good	none	spacegate vaccine 1
2277	Broad-Spectrum Vaccine	strboost.gif	326be0e591c6d45ed44946be4a017837	good	none	spacegate vaccine 2
2278	Emotional Vaccine	angry.gif	bcbf4a5e830e86b4de000ecd4812e0c2	neutral	none	spacegate vaccine 3
2279	Celestial Mind	realbrain.gif	f31647391d032e601aa31d5daa0ccae7	good	none	chew 1 alien plant goo
2280	Celestial Body	strboost.gif	ff81117c5e5caf9da4169bf930c1de48	good	none	chew 1 alien animal goo
2281	Preemptive Medicine	balm.gif	c956e1be89942f99535892719dc6557e	good	none	use 1 primitive alien medicine
2282	Shielded Unit	sphere.gif	ba272b8023f3c50f76433e19dd0504f6	good	nohookah	use 1 murderbot shield unit
2283	Spring Training	spring.gif	6bde966f3414c20ad674c6caef5c85a4	good	none	use 1 murderbot spring injector
2284	Hyperoxygenated Blood	blooddrops.gif	06c23a2c08e1e798efc5365b91ad6665	good	none	chew 1 powdered oxygen
2285	Spirit of Galactic Unity	blackheart.gif	59c1c9eff7f18414ed6716e969c153d6	good	nohookah	# rollover effect from Spacegate military insignia or Spacegate scientist's insignia
2286	Always be Collecting	foldednote.gif	8c8332e4a6065eb5cbf229062cb64663	good	none	use 1 Daily Affirmation: Always be Collecting
2287	Think Win-Lose	foldednote.gif	15e085fdaa0b4b22b52381f094e14b27	good	none	use 1 Daily Affirmation: Think Win-Lose
2288	Become Superficially interested	foldednote.gif	3ae7ac0713f04156fd2b53a37b450b83	good	none	use 1 Daily Affirmation: Be Superficially interested|toggle Become Intensely interested
2289	Become Intensely interested	foldednote.gif	4dedd7ca824340c7267ce393292dd1e9	good	none	toggle Become Superficially interested
2290	Adapt to Change Eventually	foldednote.gif	be6aefbd2f80d32224bcc87ced7b03f2	good	none	use 1 Daily Affirmation: Adapt to Change Eventually
2291	Be a Mind Master	foldednote.gif	7927f8fded8242d6895637f1e8bc0b15	good	none	use 1 Daily Affirmation: Be a Mind Master
2292	Work For Hours a Week	foldednote.gif	7272d8675fff329c116b07aa39e111a0	good	none	use 1 Daily Affirmation: Work For Hours a Week
2293	Keep Free Hate in your Heart	foldednote.gif	988ced2ce3a558efd472ee41743d67f2	neutral	none	use 1 Daily Affirmation: Keep Free Hate in your Heart
2294	Disavowed	sad.gif	60ee556070e3ab6202d5053d048f7f27	neutral	none	# in License to Adventure, ignoring mission
2295	Annoyed by Threats	letter.gif	0cd9c08b9a816a3c9124f7091365b153	neutral	none	use 1 Threatening Missive
2296	Punch Another Day	effect001.gif	4c328cf5352289691cc27785e17c4535	good	none	# get briefcase buff, dial settings vary by user/ascension
2297	For Your Brain Only	effect002.gif	6d251cdeb7ead754398dfd18283e451f	good	none	# get briefcase buff, dial settings vary by user/ascension
2298	Quantum of Moxie	effect003.gif	76ceee93e229dc62526b25fbd03df83f	good	none	# get briefcase buff, dial settings vary by user/ascension
2299	License to Punch	effect004.gif	db08e7fe4feec0a00fa8e9c5686c5222	good	none	# get briefcase buff, dial settings vary by user/ascension
2300	Thunderspell	effect005.gif	5b50c5bb305a5af066c5c974887ba855	good	none	# get briefcase buff, dial settings vary by user/ascension
2301	Goldentongue	effect006.gif	1cd6b0a9e4189aba802ce96652a19438	good	none	# get briefcase buff, dial settings vary by user/ascension
2302	The Living Hitpoints	effect007.gif	80c967998c47584525af5d10a9c63eea	good	none	# get briefcase buff, dial settings vary by user/ascension
2303	Initiative and Let Die	effect008.gif	8a06d33542af2d608ec5d591601e1a26	good	none	# get briefcase buff, dial settings vary by user/ascension
2304	A View to Some Meat	effect009.gif	c0699070fa1203615d3652eab33c56fa	good	none	# get briefcase buff, dial settings vary by user/ascension
2305	Items Are Forever	effect0010.gif	0b962f64b073be3a403529f1b1eb0794	good	none	# get briefcase buff, dial settings vary by user/ascension
2306	The Spy Who Loved XP	effect0011.gif	51a0eea3519449ab2b43748edd5af2cb	good	none	# get briefcase buff, dial settings vary by user/ascension
2307	Sugary World View	spanteggs.gif	7e401e00dc196efc529a6eb3f5bd06b1	good	none	use 1 Spant eggs
2308	Driving Obnoxiously	wackydriving.gif	e93a7cff72adc9bc8220b09ad7701936	neutral	none	asdonmartin drive obnoxiously
2309	Driving Stealthily	stealthdriving.gif	1a7bfdda2f18779c81dad2e66e1e005a	neutral	none	asdonmartin drive stealthily
2310	Driving Wastefully	gascan.gif	0a2895d55f0823715f8068fd00651d51	neutral	none	asdonmartin drive wastefully
2311	Driving Safely	yieldsign.gif	3e46034af4b17e098ee86dd3cf616603	good	none	asdonmartin drive safely
2312	Driving Recklessly	reckless.gif	573738e1c307123878a56b1305dd707e	neutral	none	asdonmartin drive recklessly
2313	Driving Quickly	fastdriving.gif	0a0485d475b62f6be890c928bad92db6	good	none	asdonmartin drive quickly
2314	Driving Intimidatingly	aggrodriving.gif	7d535262c5f45a5df692edd049495fe4	neutral	none	asdonmartin drive intimidatingly
2315	Driving Observantly	obsdriving.gif	fda9d0ecb534fea7b39a6674a0c30478	good	nohookah	asdonmartin drive observantly
2316	Driving Waterproofly	nowater.gif	9e752072e4e5bad6f2a99896a8a638d0	good	nohookah	asdonmartin drive waterproofly
2317	Meteor Showered	meteorshower.gif	97117fd0a12997dd1edeb37fc5bac060	good	nohookah	# use Meteor Shower in combat
2318	Superioreo	meteoreo.gif	90ada7abc7dc18d0e993d2d8a31679b3	good	none	eat 1 meteoreo
2319	Meadulla Oblongota	meadeor.gif	e8e06d19e444b35a8549825e80b5c8ee	good	none	drink 1 meadeorite
2320	What Are The Odds!?	faircoin.gif	08765fc624c117eafc6849d5e1997099	neutral	nohookah	use 1 perfectly fair coin
2321	Favored by Lyle	happy.gif	674b630f61a0cb81c8315f544fb3f63f	good	none	monorail buff|drink 1 DUFRESNE Suds
2322	Sucrose-Colored Glasses	xoglasses.gif	26e604cb70ce5f719805428eb353c4a6	good	none	use 1 pair of candy glasses
2323	Straight-Edgy	xotats.gif	fc18c2b4b237352c68ed1a6ff9ba1edf	neutral	none	use 1 temporary X tattoos
2324	Broken Bone Nubs	looseteeth.gif	352bd5270885c9963ba296e7a22eea72	good	none	eat 1 Hide-rox&trade; cookie
2325	Booze Goozles	jug.gif	477e70b089e9a26f4f0113746e29419f	good	none	drink 1 jug of booze
2326	Turn On, Tune In, Play Ball!	xorings.gif	2445ed9e7156aa7928d3d364c8418fe3	good	none	chew 1 glyph of athleticism
2327	Habituated	xocalendar.gif	a6141eccb4e796983dc747f5b3b2949f	neutral	none	use 1 new habit
2328	Stick Emporium Membership	kneestick.gif	3b6432a1426af6f9ccc26a269e769272	good	none	use 1 roll of meat
2329	Chondruling	chocolump.gif	268b2c1f53d714391a0cdf76e530e1e2	good	none	use 1 cocoa chondrule
2330	Holiday Disappointment	divcracker.gif	3b823a947fc9f9db1620f9392d191a8a	good	none	eat 1 transparent nog|eat 1 unfinished fruitcake
2331	Noise Cancelled	echo.gif	b801fb016e420c27d463841cc9825ea0	bad	none	eat either 1 shushed potatoes, 1 muffled muffuletta, 1 hushed puppy
2332	Old Time Hydration	glassofwater.gif	61ac2e8fef83b9aae67b1c45184a964d	good	none	eat 1 temperance whiskey
2333	Slightly Cursed, Mostly Lucky	wishbone.gif	744905696229e8ac6521ad39fa8f9ee8	good	none	use 1 cursed wishbone
2334	All Branned Up	earthmuffin2.gif	334411c8acc75203f0e0732f45449def	good	none	eat 1 bran muffin
2335	All Blued Up	earthmuffin3.gif	26970f0f61804a65dcda1784f794c141	good	none	eat 1 blueberry muffin
2336	Silent Hunting	silenthunter.gif	0efb8c6d453e759ca2c600663640606d	good	none	cast 1 Silent Hunter
2337	Nearly Silent Hunting	silenthunter.gif	1d67f1c5e45b5dc5e3a574ea69bd2d7c	good	none	cast 1 Silent Hunter
2338	Quiet Determination	quietresolve.gif	6b018d046a7e757d582972a4c6947adb	good	none	cast 1 Quiet Determination
2339	Quiet Judgement	quietjudgement.gif	8266e79da042d3f8550fa6c6434b8ef2	good	none	cast 1 Quiet Judgement
2340	Quiet Desperation	quietdesperation.gif	6c164cc319f8af0dbf9fde3f06e4e9f6	good	none	cast 1 Quiet Desperation
2341	I'll Have the Soup	syringe.gif	0b275b69ba19320abda41b67eb2c837c	good	nohookah	chew 1 mime army superserum
2342	Invisible Avarice	negadollars.gif	557ddc1ee34fba9532971b3272cd5eb5	good	none	# adventure with ten-leaf clover in The Cheerless Spire (Level 5)
2343	Cheered Up	upsoda.gif	351e7fa00df23aac907f66716397a84d	good	none	use 1 Cheer-Up soda
2344	Mimeoflage	mimeface.gif	9d8574b23083e7bc1a0d42b4a85855c8	neutral	nohookah	use 1 mime army camouflage kit
2345	Negavision	negavision1.gif	38cf3bcdc339faa7aaae60209d078d22	good	nohookah	eat 1 nega-mushroom
2346	Double Negavision	negavision2.gif	f48fa25f72d1234b295f4ffbdccbe0c9	good	nohookah	drink 1 nega-mushroom wine
2347	Executive Greed	dollarsign.gif	0ae9f292d306d28d06092c15763b905d	good	none	drink 1 executive mime flask
2348	Burnt 'n' Turnt	burntwine.gif	e63c7d2c4f9674d2e3e5caa7860f9c65	good	none	drink 1 mulled hobo wine
2349	Stop the Presses!	burntwich.gif	01f2e59fec0c544205e227978b07f973	good	none	eat 1 extra-toasted half sandwich
2350	Nightlit	silentnightlight.gif	a404d3f8ddfb6a8c5556494431ba56fc	good	none	# rollover effect from silent nightlight
2351	Sweetened and Fattened	blankoutglob.gif	4f342533813501ef83882ebcf8d38b55	good	none	use 1 sweetened reindeer fat
2352	Quiet 'n' Good	bloodnplenty.gif	9e84adbe524bc8d5179f3b2cd8b84318	good	none	use 1 Good 'n' Quiet
2353	Hot Buttoned	hotbuttoncandy.gif	244bf84acdb03f5de738b55f3790ff92	good	none	use 1 hot button candy
2354	Beefy	pill2.gif	3bfa4d9f2009a12545062a49fb474745	good	none	chew 1 beefy pill
2355	Riboflavin'	pill4.gif	c375eeec297eb33e41f9a0d2ffca569b	good	none	chew 1 vitamin G pill
2356	Sharpened Sweet Tooth	heartstone.gif	9ced7398c45b526cbe7855e98d1dbc9a	good	none	eat 1 heart-shaped candy whetstone
2357	Like a Fish to Walter	fishy2.gif	46d4fc74ab55d96e8cb4282ceb65227a	good	none	eat 1 Swedish massage fish
2358	Third Based	fruity.gif	adf7c629e7cd5654b2d6e5abc6e65cda	good	none	drink 1 Third Base
2359	Bustle Hustlin'	8ballcocktail.gif	1d42bf06e38da4fb29879d3a688d51f9	good	none	drink 1 Bustle Hustler
2360	Faboooo	wbpotion.gif	aa12203b22fcd864dfd820635a2c9ccf	good	none	use 1 Fabiotion
2361	Paging Betty	afuescroll.gif	0c178972a80df4e722f9ab86b865b65d	good	none	use 1 Bettie page
2362	Bandersnatched	potion13.gif	4189b8bef42320e88cd72704b422d55b	good	none	use 1 tonic o' Banderas
2363	Graham Crackling	grahamcracker.gif	0fbfda0a077a76f7ba4525f00e1c19c5	good	none	use 1 heather graham cracker
2364	Tasting the Rainbow	rainbowbean.gif	ac1d415465e0db23a5c9f54337ce99bb	good	none	use 1 rainbow jellybean
2365	Your Favorite Flavor	mysterylolly.gif	a2e0a81a5da496b7e838637486fae1a2	good	none	use 1 mystery lollipop
2366	A Girl Named Sue	catprod.gif	eef202f6b563297c3a25b04f73afeaa4	good	nohookah	fortune buff susie
2367	There's No N in Love	pressie.gif	bcdf42bc9f425f052b44dc098d6a903e	good	nohookah	fortune buff hagnk
2368	Meet the Meat	meat.gif	c9a5d0999b6122f9e7f3683b159cec81	good	nohookah	fortune buff meat
2369	Gunther Than Thou	strboost.gif	c43707e8017e18838acbf5d3d0ea1af2	good	nohookah	fortune buff gunther
2370	Everybody Calls Him Gorgon	wizhat2.gif	02b8d870bf8b1c21cce9cdd618f6bcb5	good	nohookah	fortune buff gorgonzola
2371	They Call Him Shifty Because...	discomask.gif	40a696f8a48a0f66172abdfeb3bd389c	good	nohookah	fortune buff shifty
2372	Big	getbig.gif	581c62434820bcc318206d2b26888f60	good	none	cast 1 Get Big
2373	Inscrutable Gaze	psychicgaze.gif	117aebee9518a532e86e92dcf4aa1175	good	none	cast 1 Inscrutable Gaze
2374	Tainted Love Potion	potion9.gif	75c1c2a807f9e12f6c9e3e9954586d08	good	nohookah	use 1 Love Potion #XYZ
2375	Paul's Passionate Pop Song	paulssong.gif	f13ebf735337e1109a0d726c968f134f	good	song	cast 1 Paul's Passionate Pop Song
2376	Rhinestoned	rhinestones.gif	b87601a22d0736c8c6ed9a08518829e0	good	none	use 1 rhinestone
2377	Berry Critical	berry3.gif	96f738d3eca639e360cf915cffd81e3d	good	none	use 1 Nadsat berry
2378	Berry Thorny	berry5.gif	ae0eaee783c12d3e6756b796d17dfc0a	good	none	use 1 Jamocha berry
2379	Berry Elemental	berry6.gif	af9af3569337294dbdea4f6e7f68a49a	good	none	use 1 Tapioc berry
2380	Berry Statistical	berry7.gif	b2d5b36903a6918769fc02b251d11c49	good	none	use 1 Snarf berry
2381	Berry Defensive	berry8.gif	5420b4cff604f9ed359f27aa8ec25001	good	none	use 1 Keese berry
2382	Berry Experiential	berry4.gif	644bbe5f4cdba76d224cbca0a58c8269	good	none	# use any Pokefam berry
2383	Eggstraordinary Strength	neweggs.gif	2c7883265ade115090d1f842b25e5f9d	good	none	chew 1 magnificent oyster egg
2384	Eggstraordinary Brilliance	neweggs.gif	3b08e01bbfb51228106328cda1f75105	good	none	chew 1 brilliant oyster egg
2385	Eggstraordinary Style	neweggs.gif	3a189ec6d0cb1c990d8789c71f69b8f2	good	none	chew 1 glistening oyster egg
2386	Eggscitingly Colorful	neweggs.gif	b729f441a75bfe11eb0393b09b1a9819	good	nohookah	chew 1 scintillating oyster egg
2387	Pearly Vision	neweggs.gif	307a890ec5d91df8ca65ffbc46e91aa4	good	none	chew 1 pearlescent oyster egg
2388	Lustre After Wealth	neweggs.gif	8cda15e07f8c94b919dcb5d5956ee526	good	none	chew 1 lustrous oyster egg
2389	Gleam-Inducing	neweggs.gif	b70458b496853776868164e761a81060	good	none	chew 1 gleaming oyster egg
2390	Fantasy Faerie Blessing	faeriedust.gif	75ebf7c521ef696c582322f2b73ab000	neutral	nohookah	# Get Blessing in The Faerie Cyrkle
2391	Poison For Blood	poison.gif	b1cff2cbb39833e32a059909ee9d784b	bad	nohookah	# Make Special Brew in Witch's House
2392	Brewed Up	coffeecup.gif	cfe7d66865036bccaed8e9253288ba8d	good	nohookah	# Make Regular Brew in Witch's House
2393	Fantastical Health	syringe.gif	31c6291352cf5214f90e5b4acb38dd22	good	nohookah	# Pray for health in The Evil Cathedral
2394	Fantastic Immunity	poison.gif	217dfd5113d8aa7fe0a60e279bd311c2	neutral	none	use 1 universal antivenin
2395	Fortunate, Son	dollarsign.gif	8ff1afdcea56040417a9a2f5e992dc58	good	nohookah	# Visit Fortune Teller in The Cursed Village
2396	Faerie Fortune	faeriedust.gif	8e16719f71692010bf252f238362fb60	neutral	nohookah	eat 1 denastified haunch
2397	Fanatical Fortune	cross.gif	5f26bd044d4339011dcd1bdcdaa89817	neutral	none	drink 1 bad rum and good cola
2398	Heroic Fortune	heroskull.gif	c438930d6f7016e2c7f015cbe036f901	neutral	nohookah	use 1 Potion of Heroism
2399	Powder Power	disease.gif	7f9795080d7119dc0009eae2b9a4e916	good	none	chew 1 sachet of strange powder
2400	Artisanal Satiaton	analjar_empty.gif	bad8c8c5113bf8ef1a5fd160c591a716	good	none	drink 1 hipster cocktail
2401	Wisdom of the God Lobster	godlob.gif	6ba242c26d1ee1ccd15db6074fa9b0e3	good	none	# Challenge God Lobster (no Lobster equipment) and get blessing
2402	Intuition of the God Lobster	godlob_scepter.gif	a3f14e1ea52197a7a61a97c189a0f40d	good	none	# Challenge God Lobster with Scepter and get blessing
2403	Silence of the God Lobster	godlob_ring.gif	edf2bf0fc7dd87227c6e9ae7091dae41	neutral	none	# Challenge God Lobster with Ring and get blessing
2404	Color of the God Lobster	godlob_rod.gif	577be6fa4852f48c8be181e9261032f5	neutral	none	# Challenge God Lobster with Rod and get blessing
2405	Carapace of the God Lobster	godlob_robe.gif	870bf8253a4b7118decd9a8fd019886e	good	none	# Challenge God Lobster with Robe and get blessing
2406	Taste of the God Lobster	godlob_crown.gif	7a540633409b261fe7c3ab1016edde76	neutral	none	# Challenge God Lobster with Crown and get blessing
2407	Gettin' the Goods	og.gif	aefae2edd0e7b84fdcc09db52621e96b	good	nohookah	chew 1 gaseous gravy
2408	Remaining Alive	shieldpotion.gif	9ef3c5d6e80f63851f4377007f5cde98	good	none	use 1 Shielding Potion
2409	Feeling Punchy	fistpotion.gif	f5d4dfa4d0ba433027d377e5ca5fb087	good	none	use 1 Punching Potion
2410	Bastille Budgeteer	strboost.gif	bb197326a5de61d4d4df5257c5bd0705	good	none	# Use Bastille Batallion
2411	Bastille Bourgeoisie	snowflakes.gif	e47c96f83ffa9c589b3cd30795436e62	good	none	# Use Bastille Batallion
2412	Bastille Braggadocio	shadesface.gif	50f6b3887032133b0e97216a0a587de0	good	none	# Use Bastille Batallion
2413	Shark-Tooth Grin	teeth.gif	0559f349af70895a5c62aec7337b8718	neutral	none	use 1 sharkfin gumbo
2414	Boiling Determination	bubbles.gif	51ac4375c7e74360763b1b89d8831578	neutral	none	use 1 boiling broth
2415	Enhanced Interrogation	potion15.gif	fe166bd3b657796702c9c7535070a976	neutral	none	use 1 interrogative elixir
2416	Tomes of Opportunity	book4.gif	5fbe49340d363d6d76c84b69b32b55c4	good	nohookah	# Non-combat in The Neverending Party
2417	Spiced Up	spice.gif	fd48c1ec282c87b017e49193e91144b5	good	nohookah	# Non-combat in The Neverending Party
2418	Citronella Armpits	fatcandle.gif	2b257efe0c6b365afef1117850603017	neutral	nohookah	# Non-combat in The Neverending Party
2419	The Best Hair You've Ever Had	pompadour.gif	eb7f7c048c571f753caf076870be0da7	good	nohookah
2420	Unrunnable Face	mascara2.gif	717c38b91a319f392117b4b146cffd2b	good	none	use 1 runproof mascara
2421	Lifted Spirits	partyballoon.gif	6b9a5c708de930de26abd253ef3bbea3	good	none	chew 1 party balloon
2422	Party on Your Skin	pspray.gif	fab174669704d9035c34ece248025a3e	good	nohookah	chew 1 Party-in-a-Can&trade;
2423	Haunted Stomach	stomach.gif	ef1b25b8e0f245d41b922077054275c0	good	none	eat either 1 ghostly ectoplasm, 1 haunted orange, 1 haunted pizza, 1 haunted cherry pie, 1 haunted Hell ramen
2424	Haunted Liver	liver.gif	0d5c5c3c6f465b61c8977fcb783b44bb	good	none	drink either 1 haunted bottle of vodka, 1 haunted martini, 1 haunted eggnog, 1 haunted gimlet
2425	On Safari	jackmoustache.gif	ed711b284292daad806d1888ba0beefb	neutral	none	cast 1 Experience Safari
2426	Yeast-Hungry	c18cracker.gif	5f13f6deef105b64ef50c877a4391f24	good	nohookah	eat 1 traditional Crimbo cookie
2427	Long Winter's Napped	sleepy.gif	f75c88dafc22e34f7ba064a3a4278328	good	none	# First adventure in The Canadian Wildlife Preserve
2428	Moose-Warmed Belly	pie.gif	1c0d1491fdcc277b29cc6e77d04db08c	good	none	eat 1 moosemeat pie
2429	Boxing Day Breakfast	eggglass.gif	82b912ba7b550e00e6529772bca864c2	good	nohookah	eat 1 glass of raw eggs
2430	Boxing Day Drinking	boxingpunch.gif	8c721354cb390dbdac0f9a7a75c2c5e5	good	nohookah	drink 1 punch-drunk punch
2431	Boxing Day Glow	boxingspray.gif	e09d89ad6b19f75a8fd3c5524c925b72	good	nohookah	chew 1 body spradium
2432	Muddled	honeyglob.gif	e1657d0f246533ee1c465c16aa4ecd8e	good	none	daycare muscle
2433	Uncucumbered	gash.gif	569272fa0c2817e352e809107c311669	good	none	daycare mysticality
2434	Ten out of Ten	nicenail.gif	bced94ef5dc8f51e25ab354f4c3e7a48	good	none	daycare moxie
2435	Flagrantly Fragrant	scentedcandle.gif	e6bdedcd75e40108d4aa649f250cb78d	good	none	daycare regen
2436	Crimbeau'd	potion9.gif	4e557ef03a78e4d8c186b13c464f4ceb	good	nohookah	chew 1 Crimbeau de toilette
2437	Carol of the Bulls	music.gif	6508fec9bcd6052fb261808cf04441df	good	none	cast 1 Carol of the Bulls
